Time,load,pv,schedule
2016-01-01 00:00:00,0.011886246327641098,7.04546466156181e-05,-0.01181579168102548
2016-01-01 00:15:00,0.0410388447933982,0.0002472798864404,-0.040791564906957796
2016-01-01 00:30:00,0.0406771589865564,0.0002556439361969,-0.0404215150503595
2016-01-01 00:45:00,0.0405878697548583,0.00035547628083399996,-0.0402323934740243
2016-01-01 01:00:00,0.0408237818838657,0.0010430721723367,-0.039780709711529
2016-01-01 01:15:00,0.0407177271612198,0.0010594459560612,-0.039658281205158595
2016-01-01 01:30:00,0.0155266774334944,0.0021104014895109,-0.013416275943983499
2016-01-01 01:45:00,0.0163007931439657,0.0012627368346117,-0.015038056309354002
2016-01-01 02:00:00,0.0322130119232581,0.0034005784433971996,-0.028812433479860903
2016-01-01 02:15:00,0.0091297259677855,0.0034302420258755994,-0.0056994839419099
2016-01-01 02:30:00,0.0193711826356853,0.0044974952377916,-0.0148736873978937
2016-01-01 02:45:00,0.028851808922693505,0.0087416387113377,-0.020110170211355805
2016-01-01 03:00:00,0.0092306359903934,0.0054444566014102,-0.0037861793889832004
2016-01-01 03:15:00,0.021129578178791,0.013092584681101398,-0.0080369934976896
2016-01-01 03:30:00,0.0261416596035054,0.0143581217010604,-0.011783537902444999
2016-01-01 03:45:00,0.009300330445916,0.0010009727768025,-0.0082993576691135
2016-01-01 04:00:00,0.0264843050659245,0.0190323954720175,-0.007451909593907003
2016-01-01 04:15:00,0.0405926330346124,0.0020486715257943,-0.0385439615088181
2016-01-01 04:30:00,0.040739211280267,0.0437830919236495,0.003043880643382499
2016-01-01 04:45:00,0.0405072188688263,0.0031536962879483,-0.037353522580878
2016-01-01 05:00:00,0.0364741472516811,0.0083302330939972,-0.0281439141576839
2016-01-01 05:15:00,0.0093203889536746,0.0306331420625005,0.0213127531088259
2016-01-01 05:30:00,0.0255923848829077,0.0366225507371767,0.011030165854268997
2016-01-01 05:45:00,0.022564346575841502,0.0050192915366731,-0.0175450550391684
