Time,load,pv,schedule
2016-01-01 00:00:00,0.0183501135461672,7.04546466156181e-05,-0.01827965889955158
2016-01-01 00:15:00,0.0183276402096313,0.0002472798864404,-0.0180803603231909
2016-01-01 00:30:00,0.0186881603411869,0.0002556439361969,-0.01843251640499
2016-01-01 00:45:00,0.0184871298585762,0.00035547628083400007,-0.018131653577742202
2016-01-01 01:00:00,0.0179609033250519,0.0010430721723367,-0.0169178311527152
2016-01-01 01:15:00,0.0183569591857021,0.0010594459560612,-0.017297513229640897
2016-01-01 01:30:00,0.0429906796923723,0.0021104014895109,-0.0408802782028614
2016-01-01 01:45:00,0.0468752880631146,0.0012627368346117,-0.0456125512285029
2016-01-01 02:00:00,0.0483995519556214,0.0034005784433972,-0.0449989735122242
2016-01-01 02:15:00,0.04895941513644,0.0034302420258756,-0.0455291731105644
2016-01-01 02:30:00,0.0448443403712756,0.0044974952377916,-0.040346845133483994
2016-01-01 02:45:00,0.0243064739511402,0.0087416387113377,-0.0155648352398025
2016-01-01 03:00:00,0.0495014864417933,0.0054444566014102,-0.0440570298403831
2016-01-01 03:15:00,0.0493275564676503,0.0130925846811014,-0.0362349717865489
2016-01-01 03:30:00,0.0503633213311156,0.014358121701060402,-0.036005199630055204
2016-01-01 03:45:00,0.0499530098865384,0.0010009727768025,-0.0489520371097359
2016-01-01 04:00:00,0.0291384623307321,0.0190323954720175,-0.0101060668587146
2016-01-01 04:15:00,0.0181229042056159,0.0020486715257943,-0.016074232679821603
2016-01-01 04:30:00,0.0184295811072935,0.04378309192364951,0.025353510816356006
2016-01-01 04:45:00,0.0184305987280745,0.0031536962879483,-0.0152769024401262
2016-01-01 05:00:00,0.0185237682294309,0.0083302330939972,-0.0101935351354337
2016-01-01 05:15:00,0.0185859507615892,0.0306331420625005,0.012047191300911302
2016-01-01 05:30:00,0.0183005206430141,0.036622550737176705,0.018322030094162604
2016-01-01 05:45:00,0.08552167641729819,0.0050192915366731,-0.08050238488062508
2016-01-01 06:00:00,0.2606096659283621,0.0256594286730729,-0.23495023725528918
2016-01-01 06:15:00,0.0887413067346138,0.0169745131143746,-0.0717667936202392
2016-01-01 06:30:00,0.046890415232898,0.0080223542821783,-0.03886806095071969
2016-01-01 06:45:00,0.041905529810521,0.1360631502288365,0.09415762041831549
