Time,load,pv,schedule
2016-01-01 00:00:00,0.0183501135461672,0.00028928025121459394,-0.018060833294952606
2016-01-01 00:15:00,0.0183276402096313,0.0010153083026597425,-0.017312331906971557
2016-01-01 00:30:00,0.0186881603411869,0.0010496503160109998,-0.0176385100251759
2016-01-01 00:45:00,0.0184871298585762,0.001459552673388807,-0.017027577185187395
2016-01-01 01:00:00,0.0179609033250519,0.004282757696518262,-0.013678145628533638
2016-01-01 01:15:00,0.0183569591857021,0.00434998693542139,-0.014006972250280709
2016-01-01 01:30:00,0.0429906796923723,0.008665112982257635,-0.03432556671011466
2016-01-01 01:45:00,0.0468752880631146,0.005184680447370506,-0.04169060761574409
2016-01-01 02:00:00,0.0483995519556214,0.013962460016977896,-0.034437091938643506
2016-01-01 02:15:00,0.04895941513644,0.014084255938233346,-0.03487515919820665
2016-01-01 02:30:00,0.0448443403712756,0.01846629874283388,-0.026378041628441717
2016-01-01 02:45:00,0.0243064739511402,0.03589235861531408,0.011585884664173877
2016-01-01 03:00:00,0.0495014864417933,0.022354434363648673,-0.027147052078144628
2016-01-01 03:15:00,0.0493275564676503,0.05375693964176063,0.004429383174110325
2016-01-01 03:30:00,0.0503633213311156,0.05895311739072338,0.008589796059607774
2016-01-01 03:45:00,0.0499530098865384,0.0041099014790631,-0.0458431084074753
2016-01-01 04:00:00,0.0291384623307321,0.07814525241178687,0.04900679008105477
2016-01-01 04:15:00,0.0181229042056159,0.008411655470663968,-0.009711248734951933
2016-01-01 04:30:00,0.0184295811072935,0.17976931883180194,0.16133973772450844
2016-01-01 04:45:00,0.0184305987280745,0.012948784760918538,-0.0054818139671559615
2016-01-01 05:00:00,0.0185237682294309,0.03420316526821448,0.015679397038783578
2016-01-01 05:15:00,0.0185859507615892,0.12577684307578504,0.10719089231419585
2016-01-01 05:30:00,0.0183005206430141,0.15036880016116938,0.13206827951815528
2016-01-01 05:45:00,0.08552167641729819,0.020608746000383885,-0.0649129304169143
2016-01-01 06:00:00,0.2606096659283621,0.10535523672506839,-0.15525442920329371
2016-01-01 06:15:00,0.0887413067346138,0.06969577811895784,-0.019045528615655963
2016-01-01 06:30:00,0.046890415232898,0.032939043392583946,-0.013951371840314052
2016-01-01 06:45:00,0.041905529810521,0.5586626882679105,0.5167571584573896
2016-01-01 07:00:00,0.0186088404629342,1.0,0.9813911595370658
