Time,load,pv,schedule
2016-01-01 00:00:00,0.0542322728238491,0,-0.0542322728238491
2016-01-01 00:15:00,0.033030005643254305,0,-0.033030005643254305
2016-01-01 00:30:00,0.0142862986715691,0,-0.0142862986715691
2016-01-01 00:45:00,0.0141467792373111,0,-0.0141467792373111
2016-01-01 01:00:00,0.0142478747577574,0,-0.0142478747577574
2016-01-01 01:15:00,0.0142467892610824,0,-0.0142467892610824
2016-01-01 01:30:00,0.0258862073719723,0,-0.0258862073719723
2016-01-01 01:45:00,0.0275837814486352,0,-0.0275837814486352
2016-01-01 02:00:00,0.0143721215284459,0,-0.0143721215284459
2016-01-01 02:15:00,0.0142922358318904,0,-0.0142922358318904
2016-01-01 02:30:00,0.0309747101252188,0,-0.0309747101252188
2016-01-01 02:45:00,0.0174783232826058,0,-0.0174783232826058
2016-01-01 03:00:00,0.0144721663610269,0,-0.0144721663610269
2016-01-01 03:15:00,0.0142060443537789,0,-0.0142060443537789
2016-01-01 03:30:00,0.0140319164885409,0,-0.0140319164885409
2016-01-01 03:45:00,0.0832210665762793,0,-0.0832210665762793
2016-01-01 04:00:00,0.2529950562998062,0,-0.2529950562998062
2016-01-01 04:15:00,0.11682297414734,0,-0.11682297414734
2016-01-01 04:30:00,0.1520900997528187,0,-0.1520900997528187
2016-01-01 04:45:00,0.1552827818895501,0,-0.1552827818895501
2016-01-01 05:00:00,0.1564985586562892,0,-0.1564985586562892
2016-01-01 05:15:00,0.0976440743721818,0,-0.0976440743721818
2016-01-01 05:30:00,0.0298138002225059,0,-0.0298138002225059
2016-01-01 05:45:00,0.0143183628313887,0,-0.0143183628313887
2016-01-01 06:00:00,0.0142921957501446,0,-0.0142921957501446
2016-01-01 06:15:00,0.0141879235807754,0,-0.0141879235807754
2016-01-01 06:30:00,0.0142763673945067,0,-0.0142763673945067
2016-01-01 06:45:00,0.0151156430786009,0,-0.0151156430786009
