,load,pv,schedule
2021-01-01 00:00:00,0.4730458663937843,0.0018420001265763825,-0.47120386626720795
2021-01-01 01:00:00,0.8339629772248057,0.004827524656928974,-0.8291354525678768
2021-01-01 02:00:00,0.1545006926504647,0.016627931076103424,-0.1378727615743613
2021-01-01 03:00:00,0.5991828556415938,0.02249617435429123,-0.5766866812873026
2021-01-01 04:00:00,0.7943629456467102,0.016290821689113652,-0.7780721239575965
2021-01-01 05:00:00,0.17672952858757807,0.4765790709776146,0.2998495423900365
2021-01-01 06:00:00,0.40040819912188963,0.6437172023229049,0.24330900320101523
2021-01-01 07:00:00,0.30208125954085163,1.6365691141160144,1.3344878545751628
2021-01-01 08:00:00,0.9160076755524714,0.890024760198885,-0.025982915353586433
2021-01-01 09:00:00,1.0632202848803858,2.2642027453613696,1.2009824604809838
2021-01-01 10:00:00,0.07302309902594854,5.418422433914586,5.345399334888637
2021-01-01 11:00:00,0.48685757708504723,5.865340494512366,5.378482917427319
2021-01-01 12:00:00,0.5304262886887983,4.344483672531246,3.8140573838424476
2021-01-01 13:00:00,0.23594766519005975,4.042668999052286,3.8067213338622263
2021-01-01 14:00:00,0.23669433261152184,3.704732840496949,3.468038507885427
2021-01-01 15:00:00,0.3874188630685074,0.7000595272756517,0.31264066420714426
2021-01-01 16:00:00,0.7194348295079132,0.9837223190047342,0.264287489496821
2021-01-01 17:00:00,0.76301154827017,0.4926370962356376,-0.2703744520345324
2021-01-01 18:00:00,0.5002897190966437,0.2293511167173648,-0.27093860237927886
2021-01-01 19:00:00,0.36214038483000155,0.008814543251981156,-0.3533258415780204
2021-01-01 20:00:00,0.18522679880934817,0.06034254142445085,-0.12488425738489732
2021-01-01 21:00:00,0.21674899750656654,0.023380441308213505,-0.19336855619835303
2021-01-01 22:00:00,0.5944865604333389,0.006767940890318813,-0.5877186195430201
2021-01-01 23:00:00,0.5424029637755603,0.0012191389327315851,-0.5411838248428287
2021-01-02 00:00:00,0.7413742682007293,0.0013331083750754236,-0.7400411598256539
2021-01-02 01:00:00,0.13301521574070369,0.0006269080793668217,-0.13238830766133686
2021-01-02 02:00:00,0.647489222246079,0.0023830720420591565,-0.6451061502040198
2021-01-02 03:00:00,1.0854713297450944,0.044527029476131165,-1.0409443002689633
2021-01-02 04:00:00,0.1041802926274362,0.20383318521173108,0.09965289258429488
2021-01-02 05:00:00,0.7146272858273102,0.012031719022808867,-0.7025955668045013
2021-01-02 06:00:00,0.30594342388574175,0.06202527705081404,-0.2439181468349277
2021-01-02 07:00:00,0.7543912083604903,0.46069359255294196,-0.2936976158075484
2021-01-02 08:00:00,0.62945205285937,1.209905319508532,0.5804532666491621
2021-01-02 09:00:00,0.7363425770200359,4.173585873340674,3.437243296320638
2021-01-02 10:00:00,0.4664579844378397,2.4464035778311173,1.9799455933932775
2021-01-02 11:00:00,0.5336146287606113,3.3588427394963287,2.8252281107357176
2021-01-02 12:00:00,0.09447194327222629,4.414037651467663,4.319565708195437
2021-01-02 13:00:00,0.42928011661051196,2.2770956847541064,1.8478155681435944
2021-01-02 14:00:00,0.11064744298190882,1.3313253462173442,1.2206779032354353
2021-01-02 15:00:00,0.3147485080951045,1.3761526495848269,1.0614041414897224
2021-01-02 16:00:00,0.025343887672800866,1.6531514348137668,1.6278075471409659
2021-01-02 17:00:00,0.3074656189577885,0.12827104973330364,-0.17919456922448487
2021-01-02 18:00:00,0.1475766117709366,0.3141044769752487,0.1665278652043121
2021-01-02 19:00:00,0.6129759154700687,0.05347593946797413,-0.5594999760020946
2021-01-02 20:00:00,0.5898673296799989,0.034687515263168114,-0.5551798144168307
2021-01-02 21:00:00,0.9581679169278136,0.026680161606919852,-0.9314877553208937
2021-01-02 22:00:00,0.24765052098122264,0.0020480352845903826,-0.24560248569663226
2021-01-02 23:00:00,1.004882361129012,0.0007753069177915907,-1.0041070542112205
2021-01-03 00:00:00,0.9199951101100551,0.0013699888580824197,-0.9186251212519727
2021-01-03 01:00:00,0.8994138964127549,0.0003056076889168857,-0.8991082887238381
2021-01-03 02:00:00,0.43793858208793346,0.013279047939575052,-0.4246595341483584
2021-01-03 03:00:00,0.958407932551094,0.03544859036116147,-0.9229593421899326
2021-01-03 04:00:00,0.4832610908297048,0.1036684824008818,-0.37959260842882303
2021-01-03 05:00:00,0.4628417333482974,0.4683713298214207,0.005529596473123288
2021-01-03 06:00:00,0.1202539633583286,0.3999822814828857,0.2797283181245571
2021-01-03 07:00:00,0.9469293448672752,0.14441643194204404,-0.8025129129252312
2021-01-03 08:00:00,0.23406204621298657,2.0002201898193217,1.7661581436063352
2021-01-03 09:00:00,0.1375548713171962,0.5580284266405995,0.42047355532340325
2021-01-03 10:00:00,0.4563551103313001,1.7905809680681928,1.3342258577368926
2021-01-03 11:00:00,0.9203333892611695,6.1531779326125315,5.232844543351362
2021-01-03 12:00:00,0.6702053752928082,5.072060236945413,4.4018548616526045
2021-01-03 13:00:00,0.8654032955855608,0.30878945958734483,-0.556613835998216
2021-01-03 14:00:00,0.6161912346492341,3.1328300082198686,2.5166387735706346
2021-01-03 15:00:00,0.6437120689561396,1.6379027294587243,0.9941906605025846
2021-01-03 16:00:00,0.09308457817501965,0.21987721701903815,0.12679263884401848
2021-01-03 17:00:00,0.9241985924413592,0.7060434395058909,-0.21815515293546828
2021-01-03 18:00:00,0.44498024191981106,0.19178899233466487,-0.25319124958514616
2021-01-03 19:00:00,0.6498049044828621,0.20662076831668724,-0.44318413616617486
2021-01-03 20:00:00,0.8572173210335461,0.020042591654918514,-0.8371747293786276
2021-01-03 21:00:00,1.0399163432412022,0.01092220783228545,-1.0289941354089167
2021-01-03 22:00:00,0.693431154095099,0.0035815185893472734,-0.6898496355057517
2021-01-03 23:00:00,0.5812612157554381,0.0017064200522068109,-0.5795547957032313
2021-01-04 00:00:00,0.12468689157306655,0.0015169852585510974,-0.12316990631451545
2021-01-04 01:00:00,1.0115423352736916,0.0004393790819453453,-1.0111029561917464
2021-01-04 02:00:00,0.40376057861656756,0.014484515882677079,-0.3892760627338905
2021-01-04 03:00:00,0.009187307322405915,0.013378262420487416,0.004190955098081501
2021-01-04 04:00:00,1.007992828459063,0.14735928205691723,-0.8606335464021457
2021-01-04 05:00:00,0.0014124272750218906,0.05853767717708679,0.057125249902064905
2021-01-04 06:00:00,0.45904984740902466,0.7356281480414387,0.27657830063241406
2021-01-04 07:00:00,0.21115197763934765,1.5485359471297655,1.337383969490418
2021-01-04 08:00:00,0.12927262933526681,2.961724811015138,2.832452181679871
2021-01-04 09:00:00,1.0968229254677144,1.2085347040067684,0.11171177853905401
2021-01-04 10:00:00,0.6380522556763958,4.951175880843368,4.3131236251669725
2021-01-04 11:00:00,0.20662946068527885,3.8619191901735803,3.6552897294883016
2021-01-04 12:00:00,0.34439277422543363,1.10543348410981,0.7610407098843763
2021-01-04 13:00:00,0.26972305759676185,2.455818768614359,2.186095711017597
2021-01-04 14:00:00,1.0680085882499915,1.8834153688940556,0.8154067806440641
2021-01-04 15:00:00,0.17290526959422492,2.06563114731451,1.8927258777202853
2021-01-04 16:00:00,0.9783508202995722,0.8119407233811313,-0.1664100969184409
2021-01-04 17:00:00,0.5372977332042816,0.6073079635659244,0.07001023036164278
2021-01-04 18:00:00,0.7338572498300201,0.02136075841085523,-0.7124964914191648
2021-01-04 19:00:00,0.061947272453526464,0.004988765397606851,-0.056958507055919615
2021-01-04 20:00:00,0.4819780482966736,0.02084460184279216,-0.46113344645388143
2021-01-04 21:00:00,0.5658516312464041,0.005346002179892911,-0.5605056290665112
2021-01-04 22:00:00,0.07942749457117898,0.0011746151662854123,-0.07825287940489357
2021-01-04 23:00:00,0.8273919357655815,0.0015858156796375092,-0.8258061200859439
2021-01-05 00:00:00,0.5245274071458343,0.0013520739380345858,-0.5231753332077997
2021-01-05 01:00:00,0.8553985147490786,0.003985869950095411,-0.8514126447989832
2021-01-05 02:00:00,0.7068616507100047,0.018504315722308463,-0.6883573349876962
2021-01-05 03:00:00,0.8464853584897929,0.04454334468092909,-0.8019420138088638
