Time,load,pv,schedule
2016-01-01 00:00:00,0.011886246327641098,0.000517808433048365,-0.011368437894592734
2016-01-01 00:15:00,0.0410388447933982,0.0018173905721315046,-0.039221454221266695
2016-01-01 00:30:00,0.0406771589865564,0.0018788623941673238,-0.03879829659238907
2016-01-01 00:45:00,0.0405878697548583,0.0026125830560011706,-0.03797528669885713
2016-01-01 01:00:00,0.0408237818838657,0.007666088655028339,-0.03315769322883736
2016-01-01 01:15:00,0.0407177271612198,0.007786428245115456,-0.03293129891610434
2016-01-01 01:30:00,0.0155266774334944,0.015510455887296022,-1.622154619837675e-05
2016-01-01 01:45:00,0.0163007931439657,0.009280520350204874,-0.007020272793760827
2016-01-01 02:00:00,0.0322130119232581,0.024992648176070963,-0.007220363747187139
2016-01-01 02:15:00,0.0091297259677855,0.025210661520819418,0.01608093555303392
2016-01-01 02:30:00,0.0193711826356853,0.03305446941532318,0.013683286779637881
2016-01-01 02:45:00,0.028851808922693505,0.06424692281955591,0.0353951138968624
2016-01-01 03:00:00,0.0092306359903934,0.04001418894280702,0.03078355295241362
2016-01-01 03:15:00,0.021129578178791,0.09622432421329186,0.07509474603450086
2016-01-01 03:30:00,0.0261416596035054,0.10552542460550364,0.07938376500199824
2016-01-01 03:45:00,0.009300330445916,0.007356677947842775,-0.0019436524980732247
2016-01-01 04:00:00,0.0264843050659245,0.13987913288798656,0.11339482782206206
2016-01-01 04:15:00,0.0405926330346124,0.01505676975984138,-0.025535863274771017
2016-01-01 04:30:00,0.040739211280267,0.3217850817801391,0.28104587049987206
2016-01-01 04:45:00,0.0405072188688263,0.02317818073919563,-0.01732903812963067
2016-01-01 05:00:00,0.0364741472516811,0.06122328551108127,0.024749138259400172
2016-01-01 05:15:00,0.0093203889536746,0.22513915054135117,0.21581876158767657
2016-01-01 05:30:00,0.0255923848829077,0.2691584802761322,0.2435660953932245
2016-01-01 05:45:00,0.022564346575841502,0.03688942618358793,0.01432507960774643
2016-01-01 06:00:00,0.0093104882929739,0.18858470224978502,0.17927421395681112
2016-01-01 06:15:00,0.0288361838358345,0.12475466785699271,0.09591848402115821
2016-01-01 06:30:00,0.0174818311447777,0.05896052140999221,0.04147869026521451
2016-01-01 06:45:00,0.0095341104278976,1.0,0.9904658895721024
