,load,pv,schedule
2021-01-01 00:00:00,0.026478246304171747,0.001305033002138756,-0.025173213302032992
2021-01-01 01:00:00,0.2566021349164351,0.004158521254641175,-0.2524436136617939
2021-01-01 02:00:00,0.09908952126523989,0.008435024984281952,-0.09065449628095794
2021-01-01 03:00:00,0.05830966399458472,0.07625155749128583,0.01794189349670111
2021-01-01 04:00:00,0.39499168386801964,0.06149389926412446,-0.3334977846038952
2021-01-01 05:00:00,0.3495779205075785,0.310197739886975,-0.0393801806206035
2021-01-01 06:00:00,0.346818989582407,0.1554257092042422,-0.19139328037816478
2021-01-01 07:00:00,0.1049117661593479,0.13243252443987394,0.02752075828052604
2021-01-01 08:00:00,0.4611573097686181,1.926529702300676,1.4653723925320579
2021-01-01 09:00:00,0.12959824063259692,1.4362245453325624,1.3066263046999655
2021-01-01 10:00:00,0.24887146569422983,0.6690081080103791,0.42013664231614933
2021-01-01 11:00:00,0.3873753678093691,4.917599746200946,4.530224378391577
2021-01-01 12:00:00,0.18713809128049766,0.9270459384255129,0.7399078471450152
2021-01-01 13:00:00,0.09542622862421969,1.9894820970887497,1.89405586846453
2021-01-01 14:00:00,0.06083599301073749,4.19920048440402,4.138364491393283
2021-01-01 15:00:00,0.2899971428426352,2.7000590321219713,2.410061889279336
2021-01-01 16:00:00,0.1898198020585005,1.5396612743976343,1.3498414723391339
2021-01-01 17:00:00,0.43448224159762444,0.8915304881818161,0.4570482465841917
2021-01-01 18:00:00,0.27273560813586195,0.3573460244994826,0.08461041636362066
2021-01-01 19:00:00,0.08359983740266833,0.16498711511657296,0.08138727771390464
2021-01-01 20:00:00,0.23247823874539222,0.013674689996169472,-0.21880354874922275
2021-01-01 21:00:00,0.20065979152262955,0.01454822318447306,-0.1861115683381565
2021-01-01 22:00:00,0.41917941622867955,0.0017001785888854524,-0.4174792376397941
2021-01-01 23:00:00,0.07850000028947822,0.0020326147999046567,-0.07646738548957356
2021-01-02 00:00:00,0.4919238709379382,0.00020305445877504084,-0.49172081647916316
2021-01-02 01:00:00,0.17543608609101996,0.007325618851725564,-0.1681104672392944
2021-01-02 02:00:00,0.29616351761094767,0.017269381670949855,-0.2788941359399978
2021-01-02 03:00:00,0.42288315849711555,0.015322576035674875,-0.40756058246144067
2021-01-02 04:00:00,0.38203591379405144,0.14764608223825487,-0.23438983155579657
2021-01-02 05:00:00,0.43493418972819653,0.2085253665459911,-0.22640882318220543
2021-01-02 06:00:00,0.07156931907165613,0.3883706422093593,0.31680132313770315
2021-01-02 07:00:00,0.4351221568143728,1.6092460547384753,1.1741238979241024
2021-01-02 08:00:00,0.36317459792608797,0.9229265919803508,0.5597519940542628
2021-01-02 09:00:00,0.24323322098821262,3.3132004768602563,3.0699672558720437
2021-01-02 10:00:00,0.1885602524132923,1.9928380649027368,1.8042778124894445
2021-01-02 11:00:00,0.1813313464170311,3.2098724284836644,3.028541082066633
2021-01-02 12:00:00,0.1391044550224546,5.715040691944789,5.575936236922334
2021-01-02 13:00:00,0.32466068944850557,0.15895073662884762,-0.16570995281965795
2021-01-02 14:00:00,0.2735494541109801,1.5308250345348349,1.2572755804238547
2021-01-02 15:00:00,0.4765475948668189,1.2108661370498217,0.7343185421830027
2021-01-02 16:00:00,0.018829551286070913,1.3096403080096972,1.2908107567236262
2021-01-02 17:00:00,0.12186279725347338,0.7427158769509535,0.6208530796974802
2021-01-02 18:00:00,0.23092558299903906,0.1381494331789983,-0.09277614982004076
2021-01-02 19:00:00,0.3262905543401746,0.1705934115169698,-0.15569714282320482
2021-01-02 20:00:00,0.1371714780190897,0.07702880339977398,-0.0601426746193157
2021-01-02 21:00:00,0.003688010001741433,0.013710291080070438,0.010022281078329004
2021-01-02 22:00:00,0.4615236116694514,0.0076416191146851855,-0.4538819925547662
2021-01-02 23:00:00,0.4736767053380523,0.001404642373127237,-0.472272062964925
2021-01-03 00:00:00,0.12041948184074593,0.0009796576974374462,-0.11943982414330848
2021-01-03 01:00:00,0.1788262577036913,0.0012962282208238704,-0.17753002948286742
2021-01-03 02:00:00,0.33282691541718895,0.008952278305449103,-0.32387463711173986
2021-01-03 03:00:00,0.10493298025144444,0.0030982372331127615,-0.10183474301833169
2021-01-03 04:00:00,0.4851286834952537,0.18410804544812906,-0.30102063804712464
