Time,load,pv,schedule
2016-01-01 00:00:00,0.0183501135461672,0.000517808433048365,-0.017832305113118833
2016-01-01 00:15:00,0.0183276402096313,0.0018173905721315046,-0.016510249637499797
2016-01-01 00:30:00,0.0186881603411869,0.0018788623941673238,-0.016809297947019578
2016-01-01 00:45:00,0.0184871298585762,0.0026125830560011706,-0.01587454680257503
2016-01-01 01:00:00,0.0179609033250519,0.007666088655028339,-0.01029481467002356
2016-01-01 01:15:00,0.0183569591857021,0.007786428245115456,-0.010570530940586641
2016-01-01 01:30:00,0.0429906796923723,0.015510455887296022,-0.02748022380507628
2016-01-01 01:45:00,0.0468752880631146,0.009280520350204874,-0.037594767712909725
2016-01-01 02:00:00,0.0483995519556214,0.024992648176070963,-0.023406903779550438
2016-01-01 02:15:00,0.04895941513644,0.025210661520819418,-0.02374875361562058
2016-01-01 02:30:00,0.0448443403712756,0.03305446941532318,-0.011789870955952415
2016-01-01 02:45:00,0.0243064739511402,0.06424692281955591,0.039940448868415704
2016-01-01 03:00:00,0.0495014864417933,0.04001418894280702,-0.009487297498986282
2016-01-01 03:15:00,0.0493275564676503,0.09622432421329186,0.046896767745641554
2016-01-01 03:30:00,0.0503633213311156,0.10552542460550364,0.05516210327438804
2016-01-01 03:45:00,0.0499530098865384,0.007356677947842775,-0.04259633193869562
2016-01-01 04:00:00,0.0291384623307321,0.13987913288798656,0.11074067055725446
2016-01-01 04:15:00,0.0181229042056159,0.01505676975984138,-0.0030661344457745213
2016-01-01 04:30:00,0.0184295811072935,0.3217850817801391,0.3033555006728456
2016-01-01 04:45:00,0.0184305987280745,0.02317818073919563,0.004747582011121132
2016-01-01 05:00:00,0.0185237682294309,0.06122328551108127,0.04269951728165037
2016-01-01 05:15:00,0.0185859507615892,0.22513915054135117,0.20655319977976197
2016-01-01 05:30:00,0.0183005206430141,0.2691584802761322,0.2508579596331181
2016-01-01 05:45:00,0.08552167641729819,0.03688942618358793,-0.048632250233710254
2016-01-01 06:00:00,0.2606096659283621,0.18858470224978502,-0.07202496367857708
2016-01-01 06:15:00,0.0887413067346138,0.12475466785699271,0.036013361122378906
2016-01-01 06:30:00,0.046890415232898,0.05896052140999221,0.012070106177094211
2016-01-01 06:45:00,0.041905529810521,1.0,0.958094470189479
