,all_buy_prices,all_sell_prices
0,0.4744349141471741,0.4744349141471741
1,0.3337765970697978,0.3337765970697978
2,0.5793134027884609,0.5793134027884609
3,0.8890006108146659,0.8890006108146659
4,0.569304984412202,0.569304984412202
5,0.631722418326584,0.631722418326584
6,0.5187478471147094,0.5187478471147094
7,0.051165506445475906,0.051165506445475906
8,0.23285855687609425,0.23285855687609425
9,0.49200172943208276,0.49200172943208276
10,0.31023528374470477,0.31023528374470477
11,0.18176359776119422,0.18176359776119422
12,0.5041328419184383,0.5041328419184383
13,0.3228097934478503,0.3228097934478503
14,0.2581076431734147,0.2581076431734147
15,0.4639854174403808,0.4639854174403808
16,0.13328425808217315,0.13328425808217315
17,0.9277457330754073,0.9277457330754073
18,0.867702097919239,0.867702097919239
19,0.7076205857405353,0.7076205857405353
20,0.10621382758845621,0.10621382758845621
21,0.775877254469693,0.775877254469693
22,0.807957328109019,0.807957328109019
23,0.7677646177143377,0.7677646177143377
24,0.11396588711924116,0.11396588711924116
25,0.6439079570677647,0.6439079570677647
26,0.8343247957493986,0.8343247957493986
27,0.5773534012196677,0.5773534012196677
28,0.646407375228089,0.646407375228089
29,0.4583634794263062,0.4583634794263062
30,0.5287073198840526,0.5287073198840526
31,0.034376858351725215,0.034376858351725215
32,0.6389630219732846,0.6389630219732846
33,0.08144721289115919,0.08144721289115919
34,0.4350145943402234,0.4350145943402234
35,0.2926550976674078,0.2926550976674078
36,0.5454279502117131,0.5454279502117131
37,0.13341633552320709,0.13341633552320709
38,0.6916434019733182,0.6916434019733182
39,0.7950115369284704,0.7950115369284704
40,0.1633544497431565,0.1633544497431565
41,0.10431308735188216,0.10431308735188216
42,0.14551548278735915,0.14551548278735915
43,0.8771275618985017,0.8771275618985017
44,0.5281892617563562,0.5281892617563562
45,0.4672609960075026,0.4672609960075026
46,0.10671181910235428,0.10671181910235428
47,0.6495560067569618,0.6495560067569618
48,0.8679995918950899,0.8679995918950899
49,0.828185869323453,0.828185869323453
50,0.6260547089808013,0.6260547089808013
51,0.07527871665167363,0.07527871665167363
52,0.11239702717601296,0.11239702717601296
53,0.049308987109824676,0.049308987109824676
54,0.2574792164924693,0.2574792164924693
55,0.13566146716037775,0.13566146716037775
56,0.2600480402524339,0.2600480402524339
57,0.3850580557189617,0.3850580557189617
58,0.9429827840711357,0.9429827840711357
59,0.6103760597816921,0.6103760597816921
60,0.8349737856829623,0.8349737856829623
61,0.7103515007123322,0.7103515007123322
62,0.11250313052663174,0.11250313052663174
63,0.7359204063739488,0.7359204063739488
64,0.27509888155912443,0.27509888155912443
65,0.6391078469947064,0.6391078469947064
66,0.3409619736429885,0.3409619736429885
67,0.9976722632646592,0.9976722632646592
68,0.2635514794967778,0.2635514794967778
69,0.27913047077426967,0.27913047077426967
70,0.9306722555623983,0.9306722555623983
71,0.02464440463632267,0.02464440463632267
72,0.6966889878731969,0.6966889878731969
73,0.7253263907358781,0.7253263907358781
74,0.8363785774103993,0.8363785774103993
75,0.9744393106384753,0.9744393106384753
76,0.9756019191566524,0.9756019191566524
77,0.0652767575664639,0.0652767575664639
78,0.8218393227529025,0.8218393227529025
79,0.6463099336573813,0.6463099336573813
80,0.6473421343730912,0.6473421343730912
81,0.1283499266146948,0.1283499266146948
82,0.6501871664456533,0.6501871664456533
83,0.9824825806012478,0.9824825806012478
84,0.911818569539447,0.911818569539447
85,0.4391306608048505,0.4391306608048505
86,0.03994797328609434,0.03994797328609434
87,0.36229349000020483,0.36229349000020483
88,0.8263903116005552,0.8263903116005552
89,0.701499101465166,0.701499101465166
90,0.4593436555939564,0.4593436555939564
91,0.055101535158831094,0.055101535158831094
92,0.4268947278233026,0.4268947278233026
93,0.4690249397178835,0.4690249397178835
94,0.928555532894136,0.928555532894136
95,0.6410861035821595,0.6410861035821595
96,0.3116529166546489,0.3116529166546489
97,0.5253182644507214,0.5253182644507214
98,0.06605530782216007,0.06605530782216007
99,0.9725682356497368,0.9725682356497368
100,0.360059901930726,0.360059901930726
101,0.4778673549131358,0.4778673549131358
102,0.3552839742369226,0.3552839742369226
103,0.6825117301162001,0.6825117301162001
104,0.662232158329593,0.662232158329593
105,0.7153223105291356,0.7153223105291356
106,0.26814322961192083,0.26814322961192083
107,0.315668481164066,0.315668481164066
108,0.12525123109620795,0.12525123109620795
109,0.6555099718461126,0.6555099718461126
110,0.03979712733565255,0.03979712733565255
111,0.5976823355234591,0.5976823355234591
112,0.8696958848516338,0.8696958848516338
113,0.8908321482896335,0.8908321482896335
114,0.4490377603699617,0.4490377603699617
115,0.45930368821307377,0.45930368821307377
116,0.07696918300801736,0.07696918300801736
117,0.6707650254430357,0.6707650254430357
118,0.8212594203728455,0.8212594203728455
119,0.24465505460471304,0.24465505460471304
120,0.42130088163336465,0.42130088163336465
121,0.8388393367652703,0.8388393367652703
122,0.877120467662288,0.877120467662288
123,0.24317998026422594,0.24317998026422594
