,load,pv,schedule
2021-01-01 00:00:00,0.9960000717174066,0.0005656671107419116,-0.9954344046066647
2021-01-01 01:00:00,0.21149061400190913,0.0026344835582170194,-0.2088561304436921
2021-01-01 02:00:00,0.16698865912216762,0.009734643676020973,-0.15725401544614664
2021-01-01 03:00:00,0.4041300994416086,0.055160455916602485,-0.34896964352500615
2021-01-01 04:00:00,0.07093744964617581,0.07763531882823305,0.0066978691820572395
2021-01-01 05:00:00,0.8779138238518657,0.19249941975280715,-0.6854144040990585
2021-01-01 06:00:00,0.3198902215948813,0.5620761674456567,0.2421859458507754
2021-01-01 07:00:00,0.5229044245385129,0.6209571509245726,0.09805272638605966
2021-01-01 08:00:00,0.14386863735898323,0.4705491206053257,0.32668048324634247
2021-01-01 09:00:00,0.00970675278723379,2.157243088689023,2.147536335901789
2021-01-01 10:00:00,0.20436739969487383,1.5149488029516462,1.3105814032567724
2021-01-01 11:00:00,0.8853466769117084,0.158180927285051,-0.7271657496266575
2021-01-01 12:00:00,0.5649643179654253,2.6875418969296514,2.122577578964226
2021-01-01 13:00:00,0.6828058477688862,0.196113978648385,-0.4866918691205012
2021-01-01 14:00:00,0.5798399265383447,3.053348455259873,2.4735085287215286
2021-01-01 15:00:00,0.22159550727820934,0.9427885176388793,0.72119301036067
2021-01-01 16:00:00,0.1587695738894781,0.7425347933803178,0.5837652194908397
2021-01-01 17:00:00,0.5175869669681472,0.6834936161281602,0.16590664916001296
2021-01-01 18:00:00,0.27186346954003604,0.3448256294932053,0.07296215995316924
2021-01-01 19:00:00,0.28391565859977075,0.13417883910667291,-0.14973681949309783
2021-01-01 20:00:00,0.13751827070676478,0.050525313375592504,-0.08699295733117228
2021-01-01 21:00:00,0.9290677709318385,0.008821349368577643,-0.9202464215632609
2021-01-01 22:00:00,0.0024765353809617727,0.001559793560681297,-0.0009167418202804757
2021-01-01 23:00:00,0.12001646531326281,0.0006919766678030548,-0.11932448864545975
2021-01-02 00:00:00,0.18826169453403857,0.0001340107541653067,-0.18812768377987327
2021-01-02 01:00:00,0.9002625430035759,0.0055019162698902125,-0.8947606267336857
2021-01-02 02:00:00,0.8669831933750619,0.016434110060797032,-0.8505490833142649
2021-01-02 03:00:00,0.276941036612397,0.007736131301502509,-0.26920490531089447
2021-01-02 04:00:00,0.37909505026223395,0.07941788072102761,-0.2996771695412063
2021-01-02 05:00:00,0.9508094409363258,0.06387410907010531,-0.8869353318662205
2021-01-02 06:00:00,0.6593024868071434,0.58694317367742,-0.07235931312972343
2021-01-02 07:00:00,1.0024527656468363,0.0932834124519612,-0.909169353194875
2021-01-02 08:00:00,0.9429129027895341,1.2674920602142499,0.32457915742471577
2021-01-02 09:00:00,0.15857453404574073,0.13272262306625926,-0.025851910979481474
2021-01-02 10:00:00,0.13607002544653887,2.052157777823254,1.9160877523767152
2021-01-02 11:00:00,0.2900091171132238,0.16216290271967046,-0.12784621439355334
2021-01-02 12:00:00,1.0366775528332035,3.149569403056536,2.112891850223333
2021-01-02 13:00:00,0.5446305567978647,0.6735196462121024,0.1288890894142377
2021-01-02 14:00:00,0.771933618286096,2.43898713885849,1.6670535205723942
2021-01-02 15:00:00,0.7261345852265935,0.5256551157383168,-0.20047946948827666
2021-01-02 16:00:00,0.8270533593499618,0.6683531323983494,-0.15870022695161246
2021-01-02 17:00:00,0.6907745969545523,0.18394624691009193,-0.5068283500444604
2021-01-02 18:00:00,0.12322586822175793,0.1064409437075058,-0.016784924514252134
2021-01-02 19:00:00,0.9583824381996938,0.017455447676937165,-0.9409269905227566
2021-01-02 20:00:00,0.10101865846230984,0.058554330918054016,-0.042464327544255824
2021-01-02 21:00:00,0.7981322369827057,0.005498302495080311,-0.7926339344876254
2021-01-02 22:00:00,0.885557761909585,0.0028556142317279986,-0.882702147677857
2021-01-02 23:00:00,0.7142984755510824,0.0013003004239502591,-0.7129981751271321
2021-01-03 00:00:00,0.4814142177532842,0.0015054736495729126,-0.47990874410371126
2021-01-03 01:00:00,0.8454095069718237,0.002615617275925943,-0.8427938896958977
2021-01-03 02:00:00,0.8716418920959742,0.004863094478296449,-0.8667787976176777
2021-01-03 03:00:00,0.372911275250196,0.04076011314001842,-0.3321511621101776
2021-01-03 04:00:00,0.838058590042907,0.01653461322899113,-0.8215239768139159
2021-01-03 05:00:00,0.36551778478277097,0.3791624293964741,0.013644644613703127
2021-01-03 06:00:00,0.043231159527612445,0.5677717458555029,0.5245405863278905
