,load,pv,schedule,price
2021-01-01 00:00:00,0.7088620274364594,0.00022714764263267553,-0.6154879729361,0.16985769354571062
2021-01-01 01:00:00,0.05806499410077115,8.740457621126339e-05,-0.05015954571712142,0.2574310222842482
2021-01-01 02:00:00,0.396010575892223,0.0006285086884640646,-0.3419734414351956,0.28760140776535137
2021-01-01 03:00:00,0.4873483678997923,0.010945055471624346,-0.38286572856131107,0.20814380066152757
2021-01-01 04:00:00,0.9183915626818766,0.015536473854817148,-0.7405010163166715,0.20411086748741084
2021-01-01 05:00:00,0.060490890392863365,0.04929427827037005,0.1314765523965834,0.07625787107081447
2021-01-01 06:00:00,0.5328135282858462,0.11694841057235526,-0.026565089778307904,0.13701977512686844
2021-01-01 07:00:00,0.03340949934303272,0.12916521512764292,0.45327233169468834,0.013324952957895916
2021-01-01 08:00:00,0.8240700787227351,0.32434365938627185,0.49463816015282813,0.044263975278712675
2021-01-01 09:00:00,0.36179736257918294,0.6311519318512879,2.0422366633786977,0.006767707379548293
2021-01-01 10:00:00,0.4618964171387171,0.7971204015068878,2.574952747979766,0.0016509982112763058
2021-01-01 11:00:00,0.8365927225149266,0.7832449056706466,2.1973515011740563,0.0047733787258000555
2021-01-01 12:00:00,0.30315250753667655,0.34246897838679047,1.0152442384089793,0.009391385521248147
2021-01-01 13:00:00,0.3703329317413224,0.2336413811982727,0.5504552251801536,0.037386120486611135
2021-01-01 14:00:00,0.0633683900482449,0.4574890786990448,1.653231121960435,0.07531098632458819
2021-01-01 15:00:00,0.7874842132664117,0.4756846090538447,1.091576844363146,0.07299581830880453
2021-01-01 16:00:00,0.7197515371500597,0.07304834586356608,-0.3530315649547488,0.2127191200410725
2021-01-01 17:00:00,0.753008765736812,0.14277503772841743,-0.12157859722302244,0.10983543149216832
2021-01-01 18:00:00,0.6663764396136649,0.018016557101849115,-0.5121197715605191,0.12101368596131112
2021-01-01 19:00:00,0.5325307820106767,0.03175112241996902,-0.34445783968597365,0.07021563131430603
2021-01-01 20:00:00,0.1859288309773487,0.004371804406030419,-0.14533511174877206,0.13229004777857248
2021-01-01 21:00:00,0.45541093450213704,0.00412674963334125,-0.3805575100676056,0.0644513111142297
2021-01-01 22:00:00,0.43856587098972244,0.001262871677326261,-0.37660530822201166,0.25274386118904946
2021-01-01 23:00:00,0.19898794111263218,0.0002528162402097451,-0.17207052928331892,0.22656652808935235
