,load,pv,schedule,price
2021-01-01 00:00:00,0.983732514725763,0.0,-1.0322959931489268,0.17504173556142263
2021-01-01 01:00:00,0.30800958566110437,0.0,-0.32321495566104846,0.27520305228160263
2021-01-01 02:00:00,0.0701010866228281,0.0,-0.07356173528157157,0.18251466500126323
2021-01-01 03:00:00,0.7802647639655538,0.0,-0.8187837419010952,0.08084594231642271
2021-01-01 04:00:00,0.4514015095750048,0.0,-0.473685643871959,0.20130743896203734
2021-01-01 05:00:00,0.25433012867694804,0.0,-0.26688552918620806,0.14564393749877239
2021-01-01 06:00:00,0.78117275012725,0.0,-0.8197365522052406,0.021477199053408603
2021-01-01 07:00:00,0.7161909889565373,0.0,-0.7515468658015262,0.2636241015441534
2021-01-01 08:00:00,0.32716529537698447,0.0,-0.3433163166403992,0.18249023924381608
2021-01-01 09:00:00,0.41199097659272643,0.0,-0.43232954892087266,0.22262025380823203
2021-01-01 10:00:00,0.2364395067408701,0.0,-0.24811170900328564,0.01625318900931536
2021-01-01 11:00:00,0.29767674466409844,0.0,-0.3123720179728216,0.2579088479835474
2021-01-01 12:00:00,0.19982924436756544,0.0,-0.20969412435464885,0.2535983626098707
2021-01-01 13:00:00,0.0350462602472551,0.0,-0.03677637313653438,0.29069465482189016
2021-01-01 14:00:00,0.7025964681303588,0.0,-0.7372812304102269,0.09199499023762768
2021-01-01 15:00:00,0.020021485747686252,0.0,-0.021009877385202165,0.11159164926082138
2021-01-01 16:00:00,0.4801906412979529,0.0,-0.5038959956484486,0.23566632782653035
2021-01-01 17:00:00,0.8170040002200546,0.0,-0.8573366674262269,0.007019412518684931
2021-01-01 18:00:00,0.9402968556317575,0.0,-0.9867160655046482,0.23962480766183042
2021-01-01 19:00:00,0.7455253537258804,0.0,-0.7823293668977754,0.21029039228782248
2021-01-01 20:00:00,0.20583899910486636,0.0,-0.21600055993775344,0.24562668849581334
2021-01-01 21:00:00,0.22991203018965356,0.0,-0.24126199346747979,0.23691058533063894
2021-01-01 22:00:00,0.9476707630505055,0.0,-0.9944539972780497,0.19749167295486517
2021-01-01 23:00:00,0.9877717594787288,0.0,-1.0365346414719385,0.23292495499705299
