Time,load
2011-06-01 00:00:00,0.20718714
2011-06-01 01:00:00,0.19678625
2011-06-01 02:00:00,0.09240803
2011-06-01 03:00:00,0.07897379
2011-06-01 04:00:00,0.09312352
2011-06-01 05:00:00,0.1421636
2011-06-01 06:00:00,0.32566435
2011-06-01 07:00:00,0.5585315
2011-06-01 08:00:00,0.1815001
2011-06-01 09:00:00,0.19124779
2011-06-01 10:00:00,0.27924913
2011-06-01 11:00:00,0.3396995
2011-06-01 12:00:00,0.54312346
2011-06-01 13:00:00,0.21315995
2011-06-01 14:00:00,0.5836379
2011-06-01 15:00:00,0.48565847
2011-06-01 16:00:00,0.35701884
2011-06-01 17:00:00,0.3696865
2011-06-01 18:00:00,0.5130664
2011-06-01 19:00:00,0.5988230999999999
2011-06-01 20:00:00,0.55619696
2011-06-01 21:00:00,0.6181786
2011-06-01 22:00:00,0.40552748
2011-06-01 23:00:00,0.32951686
2011-06-02 00:00:00,0.27431728
2011-06-02 01:00:00,0.077498466
2011-06-02 02:00:00,0.091989095
2011-06-02 03:00:00,0.0867478699999999
2011-06-02 04:00:00,0.0779685939999999
2011-06-02 05:00:00,0.09391172
2011-06-02 06:00:00,0.083988714
2011-06-02 07:00:00,0.0838982799999999
2011-06-02 08:00:00,0.40800663
2011-06-02 09:00:00,0.3612371
2011-06-02 10:00:00,0.2671069
2011-06-02 11:00:00,1.0993864999999998
2011-06-02 12:00:00,1.2503798000000002
2011-06-02 13:00:00,0.09304639
2011-06-02 14:00:00,0.08943276
2011-06-02 15:00:00,0.27478693
2011-06-02 16:00:00,0.3835469999999999
2011-06-02 17:00:00,0.28194842
2011-06-02 18:00:00,0.64038567
2011-06-02 19:00:00,1.6100496000000002
2011-06-02 20:00:00,0.8501617
2011-06-02 21:00:00,0.53225394
2011-06-02 22:00:00,0.42048242
2011-06-02 23:00:00,0.19053007
2011-06-03 00:00:00,0.11765177
2011-06-03 01:00:00,0.097003795
2011-06-03 02:00:00,0.07862624
2011-06-03 03:00:00,0.09563553
2011-06-03 04:00:00,0.086902364
2011-06-03 05:00:00,0.0837378
2011-06-03 06:00:00,0.3071651199999999
2011-06-03 07:00:00,0.6054049
2011-06-03 08:00:00,0.24555146
2011-06-03 09:00:00,0.10083731
2011-06-03 10:00:00,0.1598067799999999
2011-06-03 11:00:00,0.61219267
2011-06-03 12:00:00,1.2643038000000002
2011-06-03 13:00:00,0.4181751999999999
2011-06-03 14:00:00,0.360151
2011-06-03 15:00:00,0.4127127
2011-06-03 16:00:00,0.2306552
2011-06-03 17:00:00,0.4187879
2011-06-03 18:00:00,1.3156501
2011-06-03 19:00:00,0.6738829
2011-06-03 20:00:00,0.29137405
2011-06-03 21:00:00,0.393418
2011-06-03 22:00:00,0.18261015
2011-06-03 23:00:00,0.0905886849999999
2011-06-04 00:00:00,0.0774184449999999
2011-06-04 01:00:00,0.09261904
2011-06-04 02:00:00,0.08628128
2011-06-04 03:00:00,0.08091039
2011-06-04 04:00:00,0.093886905
2011-06-04 05:00:00,0.0809662449999999
2011-06-04 06:00:00,0.08479576
2011-06-04 07:00:00,0.09566058
2011-06-04 08:00:00,0.21316428
2011-06-04 09:00:00,0.30463934
2011-06-04 10:00:00,0.31877798
2011-06-04 11:00:00,1.8145093
2011-06-04 12:00:00,0.76741894
2011-06-04 13:00:00,0.14368184
2011-06-04 14:00:00,0.09004564
2011-06-04 15:00:00,0.3611834
2011-06-04 16:00:00,0.34648782
2011-06-04 17:00:00,0.3515055
2011-06-04 18:00:00,0.5823387
2011-06-04 19:00:00,0.5280307
2011-06-04 20:00:00,0.45607073
2011-06-04 21:00:00,0.475934
2011-06-04 22:00:00,0.4736184
2011-06-04 23:00:00,0.35716474
2011-06-05 00:00:00,0.09341992
2011-06-05 01:00:00,0.08156936
2011-06-05 02:00:00,0.09461437
2011-06-05 03:00:00,0.08320185
2011-06-05 04:00:00,0.084173575
2011-06-05 05:00:00,0.09458999
2011-06-05 06:00:00,0.07838708
2011-06-05 07:00:00,0.08887331
2011-06-05 08:00:00,0.2294649299999999
2011-06-05 09:00:00,0.41330495
2011-06-05 10:00:00,0.32962157
2011-06-05 11:00:00,0.76952385
2011-06-05 12:00:00,1.0445826
2011-06-05 13:00:00,0.09511189
2011-06-05 14:00:00,0.14806647
2011-06-05 15:00:00,0.3577888
2011-06-05 16:00:00,0.22333332
2011-06-05 17:00:00,0.36854146
2011-06-05 18:00:00,0.3765291
2011-06-05 19:00:00,0.23794697
2011-06-05 20:00:00,0.64868823
2011-06-05 21:00:00,0.5643359
2011-06-05 22:00:00,0.19039596
2011-06-05 23:00:00,0.37781717
2011-06-06 00:00:00,0.33337306
2011-06-06 01:00:00,0.10058839
2011-06-06 02:00:00,0.08137231
2011-06-06 03:00:00,0.093933886
2011-06-06 04:00:00,0.08054532
2011-06-06 05:00:00,0.08646747
2011-06-06 06:00:00,0.22546363
2011-06-06 07:00:00,0.3770358
2011-06-06 08:00:00,0.66476426
2011-06-06 09:00:00,0.23209397
2011-06-06 10:00:00,0.12605001
2011-06-06 11:00:00,0.7231264
2011-06-06 12:00:00,0.46212104
2011-06-06 13:00:00,0.20365302
2011-06-06 14:00:00,0.2573376
2011-06-06 15:00:00,0.49499504
2011-06-06 16:00:00,0.5174432
2011-06-06 17:00:00,0.2599183399999999
2011-06-06 18:00:00,0.2849451799999999
2011-06-06 19:00:00,0.5586415
2011-06-06 20:00:00,0.47581916
2011-06-06 21:00:00,0.09619011
2011-06-06 22:00:00,0.11865656
2011-06-06 23:00:00,0.08614475
2011-06-07 00:00:00,0.081979866
2011-06-07 01:00:00,0.09566058
2011-06-07 02:00:00,0.083445666
2011-06-07 03:00:00,0.0871945
2011-06-07 04:00:00,0.094314695
2011-06-07 05:00:00,0.07747963
2011-06-07 06:00:00,0.4243414399999999
2011-06-07 07:00:00,0.5919516
2011-06-07 08:00:00,0.3133171
2011-06-07 09:00:00,0.14593704
2011-06-07 10:00:00,0.3340067
2011-06-07 11:00:00,0.45024324
2011-06-07 12:00:00,0.8226891
2011-06-07 13:00:00,0.21427419
2011-06-07 14:00:00,0.23578052
2011-06-07 15:00:00,0.2376032
2011-06-07 16:00:00,0.23203947
2011-06-07 17:00:00,0.4158575
2011-06-07 18:00:00,0.6492293299999999
2011-06-07 19:00:00,0.4164324
2011-06-07 20:00:00,0.6433071
2011-06-07 21:00:00,0.6259738
2011-06-07 22:00:00,0.45653502
2011-06-07 23:00:00,0.3427113
2011-06-08 00:00:00,0.2579468
2011-06-08 01:00:00,0.08435511
2011-06-08 02:00:00,0.093612936
2011-06-08 03:00:00,0.07773896
2011-06-08 04:00:00,0.08737803
2011-06-08 05:00:00,0.0928025599999999
2011-06-08 06:00:00,0.37462462
2011-06-08 07:00:00,0.78292453
2011-06-08 08:00:00,0.32381134
2011-06-08 09:00:00,0.18479761
2011-06-08 10:00:00,0.20901501
2011-06-08 11:00:00,1.0728699
2011-06-08 12:00:00,1.1721567
2011-06-08 13:00:00,0.40053527
2011-06-08 14:00:00,0.14245026
2011-06-08 15:00:00,0.37781987
2011-06-08 16:00:00,0.3297601
2011-06-08 17:00:00,1.1686871
2011-06-08 18:00:00,1.0137178
2011-06-08 19:00:00,0.4535930999999999
2011-06-08 20:00:00,0.45901447
2011-06-08 21:00:00,0.41550075
2011-06-08 22:00:00,0.11702252
2011-06-08 23:00:00,0.11760189
2011-06-09 00:00:00,0.09566058
2011-06-09 01:00:00,0.07862247
2011-06-09 02:00:00,0.08770674
2011-06-09 03:00:00,0.09386562
2011-06-09 04:00:00,0.07537591
2011-06-09 05:00:00,0.093204646
2011-06-09 06:00:00,0.11670397
2011-06-09 07:00:00,0.4734296
2011-06-09 08:00:00,0.46099038
2011-06-09 09:00:00,0.23197624
2011-06-09 10:00:00,0.2422941
2011-06-09 11:00:00,1.2753821
2011-06-09 12:00:00,1.0778732000000002
2011-06-09 13:00:00,0.1406528
2011-06-09 14:00:00,0.22909064
2011-06-09 15:00:00,0.29788687
2011-06-09 16:00:00,0.22026697
2011-06-09 17:00:00,0.28749392
2011-06-09 18:00:00,0.24714603
2011-06-09 19:00:00,0.4966932
2011-06-09 20:00:00,0.7517288299999999
2011-06-09 21:00:00,0.7148674
2011-06-09 22:00:00,0.73418074
2011-06-09 23:00:00,0.32833513
2011-06-10 00:00:00,0.0946876
2011-06-10 01:00:00,0.09321263
2011-06-10 02:00:00,0.07764653
2011-06-10 03:00:00,0.09017198
2011-06-10 04:00:00,0.088891036
2011-06-10 05:00:00,0.07873152
2011-06-10 06:00:00,0.1980518999999999
2011-06-10 07:00:00,0.41007838
2011-06-10 08:00:00,0.1426339599999999
2011-06-10 09:00:00,0.20803743
2011-06-10 10:00:00,0.2649215
2011-06-10 11:00:00,1.0740177
