Time,load,pv,schedule,price
2016-01-01 00:00:00,0.0128814635208941,0.0,-0.0128814635208941,1.0
2016-01-01 00:15:00,0.024670699774414297,0.0,-0.024670699774414297,1.0
2016-01-01 00:30:00,0.045343653424778,0.0,-0.045343653424778,1.0
2016-01-01 00:45:00,0.0351658878227072,0.0,-0.0351658878227072,1.0
2016-01-01 01:00:00,0.0352977062161593,0.0,-0.0352977062161593,0.9473166896009435
2016-01-01 01:15:00,0.0460970213468907,0.0,-0.0460970213468907,0.9473166896009435
2016-01-01 01:30:00,0.0193660585581799,0.0,-0.0193660585581799,0.9473166896009435
2016-01-01 01:45:00,0.0127740549046842,0.0,-0.0127740549046842,0.9473166896009435
2016-01-01 02:00:00,0.0197537483576563,0.0,-0.0197537483576563,0.8783172793394928
2016-01-01 02:15:00,0.0146040298598456,0.0,-0.0146040298598456,0.8783172793394928
2016-01-01 02:30:00,0.012803994779396997,0.0,-0.012803994779396997,0.8783172793394928
2016-01-01 02:45:00,0.0152574168640291,0.0,-0.0152574168640291,0.8783172793394928
