,load,pv,schedule,price
2021-01-01 00:00:00,0.046832657564432875,0.000319122211971801,-0.046513535352461076,0.20481097189724776
2021-01-01 01:00:00,0.4855469287423736,0.00024449026051111516,-0.4853024384818625,0.24541289178438486
2021-01-01 02:00:00,0.10123133373819465,0.005163346827037657,-0.09606798691115699,0.2590407834215633
2021-01-01 03:00:00,0.2715404338382499,0.005940028983319337,-0.2656004048549305,0.10890040194812928
2021-01-01 04:00:00,0.036011508734103734,0.04023011178109934,0.004218603046995603,0.06924747422995503
2021-01-01 05:00:00,0.6153618636406695,0.01912691073612115,-0.5962349529045483,0.08110130064855654
2021-01-01 06:00:00,0.1912612297784536,0.08257042371958652,-0.10869080605886709,0.2735321612891434
2021-01-01 07:00:00,0.6934119598556304,0.014010684196128487,-0.6794012756595019,0.2864715836339538
2021-01-01 08:00:00,0.5493959840664913,0.2570440668255864,-0.29235191724090487,0.12850856999385546
2021-01-01 09:00:00,0.40757306100154433,0.4402118764669488,0.03263881546540448,0.0821018933190083
2021-01-01 10:00:00,0.1973959137224448,0.548331410564786,0.35093549684234115,0.07884487582548158
2021-01-01 11:00:00,0.4981143428084284,0.1982199783731156,-0.2998943644353128,0.12172610646445267
2021-01-01 12:00:00,0.38959997293251114,0.7803320796494145,0.3907321067169034,0.01996017914917645
2021-01-01 13:00:00,0.5008931180864273,1.0441323068599944,0.543239188773567,0.011048228326774413
2021-01-01 14:00:00,0.55498296690814,0.37778133574424044,-0.17720163116389953,0.1500360827856105
2021-01-01 15:00:00,0.4672664831313286,0.6362749013769771,0.16900841824564844,0.08280309642643088
2021-01-01 16:00:00,0.22762066013295884,0.3199650072189522,0.09234434708599337,0.0752927763334694
2021-01-01 17:00:00,0.018160527596373443,0.06792025009218527,0.04975972249581183,0.07301727761650711
2021-01-01 18:00:00,0.20186706534072194,0.07397787149399306,-0.12788919384672887,0.21245078995360653
2021-01-01 19:00:00,0.04468185928993683,0.012564061860056056,-0.03211779742988077,0.21190685199595508
2021-01-01 20:00:00,0.4215090731744534,0.017424798622543907,-0.4040842745519095,0.0005722185702090821
2021-01-01 21:00:00,0.19403070138920564,0.0034894444262487685,-0.19054125696295687,0.03558333814177341
2021-01-01 22:00:00,0.26297193400761665,0.0006706218242843638,-0.2623013121833323,0.18066604383500004
2021-01-01 23:00:00,0.4668794802081289,0.00033240542422886495,-0.46654707478390006,0.1594974920355577
