Time,load,pv,schedule,price
2016-01-01 00:00:00,0.011886246327641098,0.00805966123082164,-0.0038265850968194574,1.0
2016-01-01 00:15:00,0.0410388447933982,0.028287589387523397,-0.012751255405874802,1.0
2016-01-01 00:30:00,0.0406771589865564,0.02924439508868467,-0.011432763897871727,1.0
2016-01-01 00:45:00,0.0405878697548583,0.04066471888994401,7.684913508571034e-05,1.0
2016-01-01 01:00:00,0.0408237818838657,0.11932226974604428,0.07849848786217858,0.9473166896009435
2016-01-01 01:15:00,0.0407177271612198,0.12119534918402926,0.08047762202280946,0.9473166896009435
2016-01-01 01:30:00,0.0155266774334944,0.24141943624068551,0.22589275880719112,0.9473166896009435
2016-01-01 01:45:00,0.0163007931439657,0.14445081480820754,0.12815002166424183,0.9473166896009435
2016-01-01 02:00:00,0.0322130119232581,0.38900926424547033,0.35679625232221224,0.8783172793394928
2016-01-01 02:15:00,0.0091297259677855,0.3924026305761935,0.383272904608408,0.8783172793394928
2016-01-01 02:30:00,0.0193711826356853,0.5144910910077368,0.4951199083720515,0.8783172793394928
2016-01-01 02:45:00,0.028851808922693505,1.0,0.9711481910773065,0.8783172793394928
