,load,pv,schedule,price
2021-01-01 00:00:00,0.6306440485760963,0.0,-0.6053635552205267,0.2215609714938119
2021-01-01 01:00:00,0.4324751626530947,0.0,-0.415138623125629,0.29815973214242836
2021-01-01 02:00:00,0.5546454420337675,0.0,-0.5324114885957058,0.009036389370444363
2021-01-01 03:00:00,0.9409595502836499,0.0,-0.9032395056522681,0.1555210795061344
2021-01-01 04:00:00,0.27107265320302854,0.0,-0.2602062216182882,0.1468802379074296
2021-01-01 05:00:00,0.44907851271907917,0.0,-0.4310763982417332,0.2945494797892453
2021-01-01 06:00:00,0.856077134827728,0.0,-0.8217597534654013,0.290454501495693
2021-01-01 07:00:00,0.8623739063991259,0.0,-0.8278041076989497,0.2177240535882288
2021-01-01 08:00:00,0.4781960352625354,0.0,-0.4590266928745281,0.11497320318098161
2021-01-01 09:00:00,0.5774565825055937,0.0,-0.5543082037487915,0.26550830678808623
2021-01-01 10:00:00,0.4332757050203787,0.0,-0.41590707432192253,0.12860905706671386
2021-01-01 11:00:00,0.9572615804794478,0.0,-0.918888039843501,0.2495659599813444
2021-01-01 12:00:00,0.3090257579173452,0.0,-0.29663790832553755,0.20871768555972586
2021-01-01 13:00:00,0.6152962809408556,0.0,-0.5906310302702864,0.021442629729946237
2021-01-01 14:00:00,0.046756489382635436,0.0,-0.0448821719735735,0.12504292966544256
2021-01-01 15:00:00,0.744008877837407,0.0,-0.7141839527705309,0.18973159330950395
2021-01-01 16:00:00,0.14022361380264314,0.0,-0.13460249972880764,0.07903059319281626
2021-01-01 17:00:00,0.6452663643208986,0.0,-0.6193997093154027,0.18390454107755885
2021-01-01 18:00:00,0.1475587703755713,0.0,-0.14164361344598753,0.22707722055836932
2021-01-01 19:00:00,0.14523664740800346,0.0,-0.1394145769261313,0.22624890995574337
2021-01-01 20:00:00,0.6530185208376017,0.0,-0.6268411067886258,0.24431689711916801
2021-01-01 21:00:00,0.960782027982923,0.0,-0.9222673639193926,0.1407868372701439
2021-01-01 22:00:00,0.8660945775309209,0.0,-0.8313756290813131,0.0017570673768521838
2021-01-01 23:00:00,0.07429156986407504,0.0,-0.07131345956149764,0.026061779364324845
