,load,pv,schedule,price
2021-01-01 00:00:00,0.4499505888235671,0.000301216197515845,-0.2996563545012748,0.23315413191504403
2021-01-01 01:00:00,0.19360496083816228,0.0009248555070865251,-0.12369408506517666,0.08371167433017301
2021-01-01 02:00:00,0.17540818411431414,0.0038433631663517516,-0.09225664373725535,0.17130384550788313
2021-01-01 03:00:00,0.1570253368698331,0.0023643913391911283,-0.08968222442390145,0.07921438409165231
2021-01-01 04:00:00,0.25425860865122274,0.024239325240982584,-0.010668884531330136,0.24463288793665441
2021-01-01 05:00:00,0.5049994583282813,0.06387622675344022,0.0825198392315174,0.06821752492724426
2021-01-01 06:00:00,0.6341060426381676,0.05189124022933491,-0.0830356776901553,0.22344338700335808
2021-01-01 07:00:00,0.307609393145193,0.21934529550127235,1.2396851173306838,0.0691782398499278
2021-01-01 08:00:00,0.8701634559826302,0.2741215914133046,1.2236351120566376,0.0644539706732202
2021-01-01 09:00:00,0.4378854260969918,0.3595019472750305,2.0762486555522597,0.026764454687191602
2021-01-01 10:00:00,0.45039022287628655,0.33683534420290223,1.9184495103743007,0.043181625741991095
2021-01-01 11:00:00,0.8696932238528488,0.6534385967186009,3.7243715518691394,0.03086229366512805
2021-01-01 12:00:00,0.7591072640159549,0.5788071096837396,3.306543585632448,0.07884991725464963
2021-01-01 13:00:00,0.6248659428860494,0.17421797364844366,0.7295248404032157,0.04070605067684949
2021-01-01 14:00:00,0.8549150969621215,0.61792943133611,3.5002056446152974,0.08564279868276164
2021-01-01 15:00:00,0.4335984560855712,0.2324912642810766,1.2418803918428294,0.006799384773718546
2021-01-01 16:00:00,0.6624107430008711,0.22878515302585728,1.0640568139858653,0.02229274288792052
2021-01-01 17:00:00,0.550101667337083,0.0942476710904116,0.252489451441511,0.025820320926948206
2021-01-01 18:00:00,0.8655579438556497,0.025709790153950265,-0.4107840949822753,0.23557841725259684
2021-01-01 19:00:00,0.5342383014388711,0.0038318457288229165,-0.33288834297793257,0.23421752922645006
2021-01-01 20:00:00,0.2909999303190358,0.0026293744869653815,-0.17775057991949786,0.06285345720791559
2021-01-01 21:00:00,0.9505546069161672,0.004227715797706384,-0.6093726933876693,0.2984161521140702
2021-01-01 22:00:00,0.10353897489715956,0.0011919442319740354,-0.06155421215754978,0.2732883652181596
2021-01-01 23:00:00,0.14666647511728947,0.00025533285581855566,-0.0966404676420637,0.09486276268549468
