,load,pv,schedule,price
2021-01-01 00:00:00,0.5335436201239863,0.0,-0.6864178797831911,0.12955160098668766
2021-01-01 01:00:00,0.07633749811918378,0.0,-0.09821019618742093,0.14842729911914904
2021-01-01 02:00:00,0.17206735085046532,0.0,-0.22136916588608097,0.03175836326213449
2021-01-01 03:00:00,0.36376153873880546,0.0,-0.4679887730823917,0.08661186429220166
2021-01-01 04:00:00,0.3743282667804083,0.0,-0.48158314622263676,0.028743864731431444
2021-01-01 05:00:00,0.48525698830972314,0.0,-0.6242958597989285,0.2825568161727747
2021-01-01 06:00:00,0.14111941624876578,0.0,-0.1815538352332078,0.2994596571838139
2021-01-01 07:00:00,0.2112375088039702,0.0,-0.2717626028218828,0.011932769352398552
2021-01-01 08:00:00,0.7676289479336563,0.0,-0.987574801809787,0.2901778449790488
2021-01-01 09:00:00,0.3358938744537969,0.0,-0.43213629108929785,0.0432409451998375
2021-01-01 10:00:00,0.6153350482940256,0.0,-0.7916447002179869,0.23104915633920384
2021-01-01 11:00:00,0.6147359564115233,0.0,-0.7908739527771554,0.09633398411406227
2021-01-01 12:00:00,0.37742118580834394,0.0,-0.48556226778162626,0.041626547193899806
2021-01-01 13:00:00,0.31531991261299797,0.0,-0.40566734884570077,0.09538296007087167
2021-01-01 14:00:00,0.4739489541670626,0.0,-0.6097477768906985,0.013914398945145345
2021-01-01 15:00:00,0.4007159665875374,0.0,-0.5155316150465273,0.23770880056574786
2021-01-01 16:00:00,0.040022848419976165,0.0,-0.05149044561518695,0.08557468601835934
2021-01-01 17:00:00,0.7763912018592486,0.0,-0.9988476716087535,0.21879874413187253
2021-01-01 18:00:00,0.902083702254387,0.0,-1.160554374438092,0.2149994426174788
2021-01-01 19:00:00,0.2838047003069215,0.0,-0.3651222005276924,0.18053719564794243
2021-01-01 20:00:00,0.31541772473302065,0.0,-0.4057931867069565,0.06841841492130492
2021-01-01 21:00:00,0.9357850442951845,0.0,-1.203912036074298,0.13189399697215778
2021-01-01 22:00:00,0.4434467242485131,0.0,-0.5705058570182714,0.2744709381284718
2021-01-01 23:00:00,0.866208938157517,0.0,-1.1144005482460118,0.28042349844259984
