,load,pv,schedule,price
2021-01-01 00:00:00,0.36569643876111557,0.0,-0.3447962095144873,0.06213680311056957
2021-01-01 01:00:00,0.9909938009838843,0.0,-0.9343566685777893,0.14529118550974604
2021-01-01 02:00:00,0.09669732336948822,0.0,-0.09117089212283934,0.0465192055996515
2021-01-01 03:00:00,0.03351304622973794,0.0,-0.03159771352557694,0.2848765580259059
2021-01-01 04:00:00,0.9431292646676684,0.0,-0.8892276792228223,0.22630848752944924
2021-01-01 05:00:00,0.5365267833975772,0.0,-0.5058632833428488,0.27944554870433297
2021-01-01 06:00:00,0.5762670486095642,0.0,-0.5433323187444878,0.15858384964036285
2021-01-01 07:00:00,0.470095018306275,0.0,-0.44322821674926793,0.03852715906814056
2021-01-01 08:00:00,0.18571701109679106,0.0,-0.1751029397099568,0.0560608559025307
2021-01-01 09:00:00,0.780530655500871,0.0,-0.7359218819255681,0.2403936555284812
2021-01-01 10:00:00,0.9298897503955245,0.0,-0.8767448277290724,0.27374589864319543
2021-01-01 11:00:00,0.5809300555831267,0.0,-0.5477288262272261,0.08160085103533138
2021-01-01 12:00:00,0.9668887367506875,0.0,-0.9116292534411636,0.13475737888320297
2021-01-01 13:00:00,0.39746057367659504,0.0,-0.37474496524879836,0.1592878249151467
2021-01-01 14:00:00,0.7436770591157987,0.0,-0.7011745368773152,0.029664644044666053
2021-01-01 15:00:00,0.7883070401708493,0.0,-0.7432538317991259,0.1704097114937582
2021-01-01 16:00:00,0.17130384072027094,0.0,-0.1615135087334169,0.18923348753479766
2021-01-01 17:00:00,0.8580580231742194,0.0,-0.8090184168493554,0.212531127252428
2021-01-01 18:00:00,0.6522875890010914,0.0,-0.6150081443583211,0.2601607308098427
2021-01-01 19:00:00,0.5811864035557484,0.0,-0.5479705234381044,0.23271099347695415
2021-01-01 20:00:00,0.22924588334871854,0.0,-0.21614405623750665,0.018435158376660453
2021-01-01 21:00:00,0.02309898268438948,0.0,-0.021778833012975805,0.262072462641913
2021-01-01 22:00:00,0.42302588362864846,0.0,-0.39884917035506995,0.0523225812068888
2021-01-01 23:00:00,0.3497952791184791,0.0,-0.32980383061618673,0.22444418180147577
